Place_Id,Place_Name,Description,Category,City,Price,Rating,Lat,Long
315,Wisata Yasmin Farm,"Yasmin Farm merupakan destinasi wisata yang menawarkan pengalaman menyenangkan bagi pengunjung di Banten. Tempat ini menyajikan suasana pedesaan yang tenang dan alami, memperkenalkan kehidupan peternakan kepada pengunjung dari berbagai kalangan. Di sini, pengunjung dapat berinteraksi dengan berbagai jenis hewan ternak seperti sapi, kambing, dan domba, serta mempelajari proses beternak yang berkelanjutan. Selain itu, Yasmin Farm juga menawarkan berbagai kegiatan seru seperti permainan tradisional, berkeliling dengan kereta kuda, dan menikmati kuliner khas pedesaan.",Tempat Wisata,Lebak,0,4.5,-6.424424148,106.249373
316,Lereng Cibolang Lebak,"Lereng Cibolang di Lebak, Banten, menawarkan panorama alam yang memikat bagi para pengunjung. Dikelilingi oleh hamparan hijau perbukitan dan kebun teh yang mempesona, tempat ini merupakan destinasi ideal bagi pecinta alam dan fotografi. Pengunjung dapat menikmati udara segar sambil menikmati pemandangan indah dari ketinggian. Aktivitas hiking dan trekking juga tersedia bagi mereka yang ingin menjelajahi keindahan alam Lereng Cibolang secara lebih dekat. Dengan keindahan alamnya yang menakjubkan, Lereng Cibolang menjadi tempat yang sempurna untuk berpetualang dan bersantai di tengah keindahan alam Banten.",Tempat Wisata,Lebak,0,4.4,-6.595818136,106.411421
317,Situ Palayangan,"Situ Palayangan adalah sebuah danau yang memukau terletak di Lebak, Banten. Terkenal dengan keindahan alamnya yang menakjubkan, danau ini menawarkan panorama yang memesona dengan hamparan air yang tenang dan dikelilingi oleh perbukitan hijau. Pengunjung dapat menikmati kegiatan seperti memancing, berperahu, atau sekadar bersantai menikmati keindahan alam yang menenangkan. Situ Palayangan juga menjadi habitat bagi berbagai jenis flora dan fauna, menjadikannya sebagai tempat yang ideal bagi pecinta alam dan fotografi.",Tempat Wisata,Lebak,0,4.1,-6.410083396,106.2301048
318,Curug Bantahan,"Curug Bantahan adalah sebuah air terjun yang menakjubkan yang terletak di Lebak, Banten. Dikelilingi oleh hutan yang lebat dan alam yang indah, air terjun ini menawarkan pemandangan alam yang memesona. Pengunjung dapat menikmati suara gemericik air yang menenangkan sambil menikmati keindahan alam sekitarnya. Curug Bantahan juga merupakan tempat yang populer untuk hiking dan trekking, memungkinkan pengunjung untuk menjelajahi keindahan alam Banten secara lebih dekat. Dengan keindahan alamnya yang menakjubkan, Curug Bantahan menjadi destinasi wisata alam yang populer bagi para pengunjung yang mencari petualangan dan kedamaian.",Tempat Wisata,Lebak,0,4,-6.409704757,106.3609784
319,Wisata Alam Gunung Luhur,"Dikenal dengan keindahan alamnya yang memukau, Gunung Luhur menawarkan pemandangan pegunungan yang spektakuler dan udara segar yang menyegarkan. Pengunjung dapat menikmati kegiatan hiking yang menantang atau sekadar menikmati keindahan alam sekitarnya. Tempat ini juga menjadi habitat bagi berbagai jenis flora dan fauna, menjadikannya sebagai tempat yang ideal bagi pecinta alam dan fotografi. Dengan panorama alam yang mempesona, Gunung Luhur menawarkan pengalaman berwisata yang tak terlupakan bagi pengunjung yang mencari kedamaian dan petualangan di alam liar.",Tempat Wisata,Lebak,0,4.8,-6.548299935,106.0671249
320,Pantai Karang Songsong,"Pantai Karang Songsong adalah surga tersembunyi yang terletak di Lebak, Banten. Pantai ini menawarkan keindahan alam yang memukau, dengan pantulan karang-karang yang spektakuler di pinggir pantai yang berbatu. Pengunjung dapat menikmati pasir putih yang lembut dan air laut yang jernih, serta panorama laut yang luas. Pantai Karang Songsong juga merupakan tempat yang ideal untuk bersantai sambil menikmati matahari terbenam yang mempesona. Aktivitas seperti berenang, snorkeling, atau sekadar berjalan-jalan di sepanjang pantai membuat pengalaman wisata di sini menjadi tak terlupakan. Dengan suasana yang tenang dan pemandangan yang memukau, Pantai Karang Songsong menjadi destinasi wisata yang populer bagi para pengunjung yang mencari ketenangan dan keindahan alam.",Tempat Wisata,Lebak,0,4.6,-6.887673946,106.1192091
321,Curug Sata,"Curug Sata merupakan salah satu destinasi alam yang menawan di Lebak, Banten. Air terjun ini menawarkan pesona alam yang memesona dengan air yang jatuh dari ketinggian, terjatuh di antara tebing-tebing hijau yang curam. Pengunjung dapat menikmati suara gemericik air yang menenangkan sambil menikmati keindahan alam sekitarnya. Curug Sata juga merupakan tempat yang cocok untuk hiking dan trekking, memberikan pengalaman petualangan yang mendebarkan di alam bebas. Dengan keindahan alamnya yang menakjubkan, Curug Sata menjadi destinasi wisata yang populer bagi pencinta alam dan petualang yang ingin menjelajahi keindahan alam Banten.",Tempat Wisata,Lebak,0,4.4,-6.65194997,106.054933
322,Pantai Cihara,,Alam,Lebak,0,4.6,-6.853792144,106.0781295
323,Taman Ranca Hideung,"Taman Ranca Hideung adalah destinasi wisata alam yang terletak di Lebak, Banten. Tempat ini menawarkan suasana yang sejuk dan asri dengan hamparan hijau dan udara yang segar. Pengunjung dapat menikmati berbagai aktivitas seperti piknik, bersepeda, atau berjalan-jalan santai di sekitar danau. Selain itu, terdapat juga fasilitas kolam renang yang menyegarkan bagi pengunjung yang ingin berenang atau bersantai. Keindahan alam dan kesejukan udara membuat Taman Ranca Hideung menjadi tempat yang populer bagi warga lokal maupun wisatawan yang mencari kesegaran dan ketenangan di tengah alam Banten.",Tempat Wisata,Lebak,0,4.5,-6.549483717,106.2995267
324,Taman Gunung Kencana Indah,"Taman Gunung Kencana Indah adalah destinasi wisata alam yang terletak di Lebak, Banten. Tempat ini menawarkan keindahan alam yang memukau dengan pemandangan pegunungan yang hijau dan udara yang segar. Pengunjung dapat menikmati berbagai aktivitas seperti trekking, hiking, atau bersepeda di sekitar taman. Selain itu, terdapat juga fasilitas pendukung seperti area piknik, tempat bermain anak, dan spot-spot foto yang menarik. Taman Gunung Kencana Indah menjadi tempat yang populer bagi pengunjung yang ingin menikmati keindahan alam dan berpetualang di tengah kesejukan udara pegunungan Banten.",Tempat Wisata,Lebak,0,4.5,-6.577459149,106.0790302
325,Curug cibogo,"Curug Cibogo adalah air terjun yang terletak di Lebak, Banten, yang menawarkan keindahan alam yang memukau. Air terjun ini terkenal dengan kejernihan airnya dan suasana alam yang tenang. Pengunjung dapat menikmati pemandangan indah air terjun yang mengalir deras dari ketinggian, dikelilingi oleh hutan hijau yang mempesona. Curug Cibogo juga menjadi tempat yang ideal untuk berenang atau sekadar bersantai menikmati keindahan alam sekitarnya.",Tempat Wisata,Lebak,0,4.6,-6.362774657,106.1611022
326,Situ Ciboleger,"Situ Ciboleger adalah sebuah danau yang terletak di Lebak, Banten, yang menawarkan pesona alam yang menakjubkan. Danau ini dikelilingi oleh hutan hijau dan pemandangan perbukitan yang memukau, menciptakan suasana alam yang tenang dan damai. Pengunjung dapat menikmati kegiatan seperti memancing, berperahu, atau sekadar bersantai menikmati pemandangan indah danau. Situ Ciboleger juga merupakan habitat bagi berbagai jenis flora dan fauna, menjadikannya sebagai tempat yang ideal bagi para pecinta alam dan penggemar fotografi.",Tempat Wisata,Lebak,0,4.8,-6.591921368,106.2323286
327,Curug Cimayang,"Curug Cimayang adalah salah satu destinasi wisata alam yang menawan di Lebak, Banten. Air terjun ini terletak di tengah-tengah hutan yang lebat dan mempesona, menawarkan suasana yang tenang dan sejuk. Pengunjung dapat menikmati pemandangan indah air terjun yang mengalir deras dari ketinggian, dikelilingi oleh tebing-tebing yang hijau dan pepohonan yang rimbun. Curug Cimayang juga menjadi tempat yang ideal untuk berenang atau sekadar bersantai menikmati keindahan alam sekitarnya.",Tempat Wisata,Lebak,0,4,-6.620302798,106.1761967
328,Wisata Alam Curug Dungkuk,"Curug Dungkuk adalah destinasi wisata alam yang menakjubkan di Lebak, Banten. Air terjun ini terletak di tengah hutan yang lebat, menciptakan suasana alami yang menenangkan. Pengunjung dapat menikmati pemandangan indah air terjun yang mengalir deras dari ketinggian, serta suara gemericik air yang menenangkan. Curug Dungkuk juga merupakan tempat yang ideal untuk berenang atau sekadar bersantai menikmati keindahan alam sekitarnya.",Tempat Wisata,Lebak,0,4.4,-6.382703891,106.1267995
329,Wisata Joglo,,Tempat Wisata,Lebak,0,4.2,-6.56385562,106.1737509
330,Curug Rame,"Curug Rame adalah air terjun yang terletak di Lebak, Banten, yang menawarkan keindahan alam yang mempesona. Air terjun ini dikelilingi oleh hutan hijau yang lebat, menciptakan suasana alami yang menenangkan. Pengunjung dapat menikmati pemandangan indah air terjun yang mengalir deras dari ketinggian, serta suara gemericik air yang menenangkan. Curug Rame juga menjadi tempat yang ideal untuk berenang atau sekadar bersantai menikmati keindahan alam sekitarnya. Dengan keindahan alamnya yang memukau, Curug Rame menjadi destinasi yang populer bagi para pencari petualangan dan keindahan alam di Banten.",Tempat Wisata,Lebak,0,4.4,-6.747488601,106.0561103
331,Wahana KRRT,"Wahana KRRT (Kereta Rel Roller Coaster) adalah sebuah wahana taman bermain yang menarik yang terinspirasi dari roller coaster konvensional namun dengan jalur rel yang berbeda. Dalam wahana ini, pengunjung akan naik ke atas dengan menggunakan rel, kemudian dilepaskan untuk menuruni jalur rel yang melingkar, menanjak, dan menurun dengan kecepatan yang berbeda-beda. Wahana ini memberikan sensasi berbeda yang mengasyikkan bagi pengunjung yang mencari petualangan dan kegembiraan di taman hiburan.",Tempat Wisata,Lebak,0,3.8,-6.578613362,106.0721502
332,Alun-Alun Rangkasbitung,"Alun-Alun Rangkasbitung adalah sebuah taman kota yang terletak di pusat Kota Rangkasbitung, Banten. Tempat ini merupakan pusat kegiatan sosial dan rekreasi bagi warga setempat dan pengunjung. Alun-Alun ini sering kali menjadi tempat berkumpulnya masyarakat untuk bersantai, berolahraga, atau sekadar menikmati udara segar. Di sekitar Alun-Alun, Anda juga akan menemukan berbagai fasilitas seperti lapangan sepak bola kecil, area bermain anak-anak, dan tempat makan yang ramah keluarga. Selain itu, Alun-Alun Rangkasbitung sering dijadikan tempat untuk berbagai acara budaya, festival, atau pasar malam yang menarik.",Tempat Wisata,Lebak,0,4.4,-6.35977973,106.2464373
333,Gua Maria Bukit Kanada,"Gua Maria Bukit Kanada adalah sebuah tempat ziarah dan wisata religius yang terletak di Lebak, Banten. Tempat ini terkenal sebagai salah satu tempat ziarah bagi umat Katolik yang ingin mempersembahkan doa dan penghormatan kepada Bunda Maria. Gua Maria ini memiliki berbagai fasilitas seperti kapel kecil, patung-patung religius, serta fasilitas umum seperti toilet dan tempat parkir. Pengunjung sering kali datang ke Gua Maria Bukit Kanada untuk berdoa, meditasi, atau sekadar menikmati keindahan alam sekitarnya.",Tempat Wisata,Lebak,0,4.8,-6.350918514,106.2702237
334,Tasikardi Lake,"Tasikardi Lake adalah sebuah danau yang terletak di Serang, Banten. Danau ini menawarkan pemandangan alam yang indah dengan air yang tenang dan dikelilingi oleh pegunungan dan hutan hijau. Pengunjung dapat menikmati berbagai aktivitas di sekitar danau seperti memancing, berkemah, atau sekadar bersantai menikmati pemandangan alam yang menenangkan. Tasikardi Lake juga sering menjadi lokasi favorit untuk piknik atau acara rekreasi keluarga.",Tempat Wisata,Serang,0,4,-6.052390874,106.1422265
335,Gopek Karangantu Beach,"Gopek Karangantu Beach adalah salah satu pantai yang terletak di Serang, Banten. Pantai ini terkenal dengan keindahan alamnya yang menakjubkan, dengan pasir putih yang lembut dan air laut yang jernih. Pengunjung dapat menikmati berbagai aktivitas di pantai ini, seperti berenang, berjemur, atau sekadar bersantai menikmati pemandangan laut yang indah.",Tempat Wisata,Serang,0,4.4,-6.025352439,106.1654833
336,Gunung Pinang,"Gunung Pinang adalah salah satu destinasi wisata alam yang terletak di Serang, Banten. Gunung ini menawarkan pemandangan alam yang mempesona dengan hamparan hijau pegunungan dan udara yang sejuk. Pengunjung dapat menikmati kegiatan seperti hiking, trekking, atau sekadar menikmati pemandangan indah dari puncak gunung.",Tempat Wisata,Serang,0,4.1,-6.05714279,106.1011626
337,Benteng Speelwijk - Banten Lama,"Benteng Speelwijk merupakan sebuah benteng peninggalan Belanda yang terletak di daerah Banten Lama, Provinsi Banten, Indonesia. Benteng ini memiliki nilai sejarah yang penting karena menjadi saksi bisu dari masa penjajahan Belanda di wilayah tersebut. Benteng Speelwijk awalnya dibangun pada abad ke-17 dan memiliki peran strategis dalam mengawasi jalur perdagangan laut di sekitar Teluk Banten.",Tempat Wisata,Serang,0,4.6,-6.031055019,106.1507138
338,Pantai Pasir Putih Florida Indah Anyer,"Pantai Pasir Putih Florida Indah adalah salah satu pantai yang terletak di Anyer, Banten. Pantai ini terkenal dengan pasir putihnya yang lembut dan air laut yang jernih. Pengunjung dapat menikmati berbagai aktivitas di pantai ini, seperti berenang, berjemur, atau sekadar bersantai menikmati keindahan alam sekitarnya.",Tempat Wisata,Serang,0,4.2,-6.128606415,105.865473
339,Istana Surosowan - Banten Lama,"Istana Surosowan adalah istana kerajaan yang terletak di Banten Lama, Provinsi Banten, Indonesia. Istana ini merupakan salah satu peninggalan sejarah dari Kesultanan Banten yang berdiri pada abad ke-16 hingga abad ke-18. Istana Surosowan dahulu merupakan pusat pemerintahan Kesultanan Banten dan menjadi tempat penting dalam sejarah politik dan kebudayaan di wilayah tersebut.",Tempat Wisata,Serang,0,4.5,-6.038008452,106.1557351
340,Pantai Lontar,"Pantai Lontar adalah salah satu pantai yang terletak di Anyer, Banten. Pantai ini terkenal dengan pasir putihnya yang lembut dan air laut yang jernih. Pengunjung dapat menikmati berbagai aktivitas di pantai ini, seperti berenang, berjemur, atau sekadar bersantai menikmati keindahan alam sekitarnya.",Tempat Wisata,Serang,0,4.2,-5.968335657,106.2975282
341,Pantai Sambolo 1 Anyer Serang Banten,"Pantai Sambolo 1 merupakan salah satu pantai yang terletak di Anyer, Serang, Banten. Pantai ini terkenal dengan keindahan alamnya yang menakjubkan, dengan pasir putih yang lembut dan air laut yang jernih. Pengunjung dapat menikmati berbagai aktivitas di pantai ini, seperti berenang, berjemur, atau sekadar bersantai menikmati pemandangan laut yang indah.",Tempat Wisata,Serang,0,4.3,-6.098461606,105.8821013
342,Cagar Alam Pulau Dua/ Burung,"Cagar Alam Pulau Dua/Burung memiliki keanekaragaman hayati yang tinggi, terutama di ekosistem hutan dan pantainya. Kawasan ini menjadi habitat bagi berbagai jenis flora dan fauna langka, termasuk burung-burung laut, kera, dan satwa liar lainnya. Selain itu, di perairan sekitar cagar alam ini juga terdapat terumbu karang yang masih cukup terjaga.",Tempat Wisata,Serang,0,4.3,-6.016807696,106.1941367
343,Baduy Outbound,"Baduy Outbound merupakan kegiatan luar ruangan yang dilakukan di sekitar kawasan Desa Baduy, Banten. Desa Baduy dikenal karena masyarakatnya yang mempertahankan gaya hidup tradisional dan adat istiadat yang kuat, menjadikannya tempat yang unik untuk menjalankan kegiatan outbound.",Tempat Wisata,Serang,0,4,-6.226189186,106.119524
344,Curug Cigumawang,"Curug Cigumawang adalah salah satu air terjun yang terletak di wilayah Lebak, Banten. Air terjun ini memukau dengan aliran airnya yang deras dan keindahan alam sekitarnya. Pengunjung dapat menikmati pemandangan yang menakjubkan, bersantai di sekitar air terjun, atau bahkan mandi di kolam alami yang terbentuk di bawahnya. Perjalanan menuju Curug Cigumawang seringkali melibatkan trekking atau hiking yang menantang, namun pengalaman alam yang didapat sebanding dengan usaha yang dikeluarkan.",Tempat Wisata,Serang,0,4.3,-6.233269826,105.9506292
345,Masjid Agung Banten,"Masjid Agung Banten adalah sebuah kompleks masjid yang terletak di Kota Serang, Provinsi Banten, Indonesia. Masjid ini merupakan salah satu peninggalan sejarah dari Kesultanan Banten yang berdiri pada abad ke-16 hingga abad ke-18. Masjid Agung Banten memiliki arsitektur yang megah dan khas dengan dominasi warna putih dan ornamen-ornamen tradisional Islam.",Tempat Wisata,Serang,0,4.6,-6.035842221,106.1540182
346,Taman Rekreasi Wulandira Serang,"Taman Rekreasi Wulandira adalah sebuah tempat rekreasi yang terletak di Kota Serang, Banten. Tempat ini menawarkan berbagai fasilitas dan kegiatan untuk pengunjung dari berbagai usia. Pengunjung dapat menikmati berbagai wahana permainan, area bermain anak-anak, dan fasilitas olahraga seperti lapangan basket atau sepak bola. Selain itu, taman ini juga dilengkapi dengan area hijau yang luas, area piknik, dan spot-spot foto yang menarik.",Tempat Wisata,Serang,0,3.9,-6.046484432,106.1019257
347,Istana Taman Cadas,,Tempat Wisata,Serang,0,4,-6.044680993,106.0203279
348,Hutan Kayu Putih Keragilan,"Hutan Kayu Putih Keragilan, yang terletak di desa Keragilan, kecamatan Lebak Gedong, Kabupaten Lebak, Provinsi Banten, merupakan sebuah hutan yang terkenal dengan keberadaan pohon kayu putihnya yang melimpah. Selain menjadi tempat tumbuhnya kayu putih yang memiliki banyak manfaat dalam bidang kesehatan, hutan ini juga menjadi destinasi wisata alam yang populer bagi pengunjung yang ingin menikmati keindahan alam dan udara segar di tengah hutan yang rimbun, menawarkan berbagai aktivitas seperti hiking dan trekking.",Tempat Wisata,Serang,0,3.5,-6.130293048,106.2775393
349,Cibanten,"Cibanten adalah sebuah desa yang terletak di Kecamatan Cipanas, Kabupaten Lebak, Provinsi Banten, Indonesia. Desa ini dikenal dengan keindahan alamnya yang memukau, termasuk hamparan sawah hijau yang luas dan udara segar yang menyegarkan. Selain itu, Cibanten juga memiliki potensi sebagai destinasi wisata alam yang menarik bagi para pengunjung yang mencari kedamaian dan ketenangan di tengah alam yang hijau. Dengan pesona alamnya yang memukau, Cibanten menjadi tempat yang cocok untuk menikmati liburan yang santai dan menikmati keindahan alam Banten.",Tempat Wisata,Serang,0,4.4,-6.218150589,106.0465333
350,Wisata Alam Kali Maung,"Wisata Alam Kali Maung, terletak di Kecamatan Leuwidamar, Kabupaten Lebak, Provinsi Banten, menawarkan keindahan alam yang menakjubkan dengan sungai yang mengalir jernih di tengah hutan yang lebat. Pengunjung dapat menikmati berbagai kegiatan seperti trekking, berenang, dan piknik di sepanjang tepi sungai atau di area sekitar hutan. Tempat ini juga populer di kalangan para pecinta alam dan fotografer yang ingin menangkap keindahan alam Banten, menawarkan suasana yang tenang dan udara segar yang membuatnya menjadi destinasi yang cocok untuk bersantai sambil menikmati alam sekitarnya.",Tempat Wisata,Serang,0,4.4,-6.092412835,105.9306145
351,Wisata alam anak tangga,"Wisata Alam Anak Tangga adalah sebuah destinasi wisata alam yang terletak di Kecamatan Bayah, Kabupaten Lebak, Provinsi Banten. Tempat ini dikenal dengan keindahan alamnya yang menawan, terutama air terjun yang memiliki ciri khas tangga alami yang terbentuk oleh aliran airnya. Pengunjung dapat menikmati keindahan alam sekitar, bersantai di sekitar air terjun, atau bahkan mandi di kolam alami yang terbentuk di bawahnya. Dengan suasana yang tenang dan udara segar, Wisata Alam Anak Tangga menjadi destinasi yang ideal bagi para pengunjung yang mencari kedamaian dan keindahan alam di Banten.",Tempat Wisata,Serang,0,4.6,-6.217595288,105.8641713
352,Curug Betung,"Curug Betung adalah salah satu destinasi wisata alam yang terletak di Kecamatan Leuwidamar, Kabupaten Lebak, Provinsi Banten. Air terjun ini memukau dengan keindahan alamnya yang menakjubkan, terutama saat air mengalir dari ketinggian dan membentuk pemandangan yang spektakuler. Pengunjung dapat menikmati keindahan air terjun, bersantai di sekitar kolam alami yang terbentuk di bawahnya, atau bahkan mandi untuk merasakan kesegaran airnya. Dengan suasana alam yang tenang dan udara segar yang menyegarkan, Curug Betung menjadi destinasi yang populer bagi wisatawan yang mencari petualangan dan keindahan alam di Banten.",Tempat Wisata,Serang,0,3.7,-6.176626936,105.9114512
353,Wisata Bumi Tirtayasa,"Wisata Bumi Tirtayasa adalah sebuah destinasi wisata yang terletak di Kabupaten Serang, Banten. Tempat ini menawarkan berbagai fasilitas rekreasi dan hiburan, termasuk kolam renang, wahana permainan air, taman bermain anak-anak, dan area piknik. Pengunjung dapat menikmati berbagai kegiatan rekreasi di sini, baik bersama keluarga maupun teman-teman, sambil menikmati udara segar dan suasana yang menyenangkan. Wisata Bumi Tirtayasa menjadi pilihan yang populer bagi wisatawan lokal maupun luar kota yang mencari tempat rekreasi dan hiburan yang menyenangkan di Banten.",Tempat Wisata,Serang,0,4.7,-6.020336658,106.3214627
354,Taman Mahkota Ratu,"Taman Mahkota Ratu merupakan sebuah taman rekreasi yang terletak di Kabupaten Serang, Provinsi Banten. Taman ini menjadi salah satu destinasi populer bagi warga setempat dan wisatawan yang mencari hiburan dan rekreasi. Di dalamnya terdapat berbagai fasilitas seperti taman bermain anak-anak, area piknik, dan tempat olahraga. Selain itu, Taman Mahkota Ratu juga sering digunakan sebagai lokasi untuk berbagai acara komunitas, festival, atau pertunjukan seni. Dengan suasana yang menyenangkan dan beragam fasilitas yang tersedia, taman ini menjadi tempat yang cocok untuk bersantai dan menikmati waktu bersama keluarga dan teman-teman.",Tempat Wisata,Serang,0,4.1,-6.225644522,106.2433877
355,OBJEK WISATA CURUG SAWER CIKEMBANG,"Objek wisata Curug Sawer Cikembang adalah sebuah air terjun yang terletak di Desa Cikembang, Kecamatan Sukaratu, Kabupaten Sukabumi, Jawa Barat. Air terjun ini terkenal dengan keindahan alamnya yang menakjubkan, dengan air yang jernih dan aliran yang deras. Pengunjung dapat menikmati pemandangan alam yang spektakuler, berfoto-foto, atau bahkan mandi di kolam alami yang terbentuk di bawah air terjun. Untuk mencapai Curug Sawer Cikembang, pengunjung akan melewati perjalanan trekking yang menantang, tetapi pengalaman alam yang didapat sebanding dengan usaha yang dikeluarkan.",Tempat Wisata,Serang,0,4.4,-6.113204977,105.9059753
356,Istana Pasir Temiang Cilegon,"Istana Pasir Temiang adalah sebuah situs sejarah yang terletak di Cilegon, Banten. Istana ini dikenal dengan arsitektur pasirnya yang megah dan menjadi peninggalan bersejarah dari masa kejayaan Kesultanan Banten. Bangunan ini sering menjadi destinasi wisata sejarah bagi pengunjung yang tertarik untuk menjelajahi warisan budaya Banten. Meskipun saat ini sebagian besar bangunan tersebut telah runtuh, tetapi situs ini tetap menjadi tempat yang menarik untuk dikunjungi, memberikan pengalaman unik dalam memahami sejarah dan kebudayaan lokal.",Tempat Wisata,Serang,0,4,-6.043680128,106.0212244
357,Curug Cikotak,,Tempat Wisata,Serang,0,4.3,-6.240514466,105.924572
358,Pemandian Cirahab - Curug Goong,"Pemandian Cirahab - Curug Goong merupakan sebuah destinasi wisata yang terletak di Kabupaten Serang, Banten. Tempat ini dikenal dengan kombinasi pemandian alami dan keindahan alam air terjunnya. Pengunjung dapat menikmati air terjun yang mengalir deras, serta kolam alami yang terbentuk di sekitar area tersebut. Selain itu, keberadaan pemandian alami ini menawarkan pengalaman yang menyegarkan bagi pengunjung yang ingin bersantai dan menikmati keindahan alam.",Tempat Wisata,Serang,0,4,-6.203115651,105.9973832
359,Air Terjun Curug Goong,"Air Terjun Curug Goong adalah sebuah destinasi wisata alam yang terletak di Kabupaten Serang, Provinsi Banten, Indonesia. Air terjun ini memukau dengan keindahan alamnya yang menakjubkan, dengan aliran air yang deras dan kolam alami yang terbentuk di bawahnya. Pengunjung dapat menikmati pemandangan alam yang spektakuler, berfoto-foto, atau bahkan mandi di kolam alami yang terbentuk di sekitar air terjun. Perjalanan menuju Curug Goong sering melibatkan perjalanan trekking yang menantang, tetapi pengalaman alam yang didapat sebanding dengan usaha yang dikeluarkan.",Tempat Wisata,Serang,0,4.5,-6.216150044,105.9974463
360,Wisata anyer,"Wisata Anyer adalah destinasi pantai yang terletak di Provinsi Banten, Indonesia. Anyer dikenal dengan pasir putihnya yang lembut, air laut yang jernih, serta pemandangan matahari terbenam yang memukau. Pengunjung dapat menikmati berbagai kegiatan seperti berenang, berjemur, atau sekadar bersantai menikmati angin laut yang segar. Selain itu, di sepanjang pantai Anyer terdapat berbagai akomodasi seperti hotel, vila, dan restoran yang menawarkan pengalaman liburan yang menyenangkan.",Tempat Wisata,Serang,0,4,-6.162587965,105.8536093
361,Pantai Tirtayasa,"Pantai Tirtayasa adalah salah satu pantai yang terletak di Kabupaten Serang, Banten. Pantai ini terkenal dengan pasir putihnya yang lembut dan air laut yang jernih. Pengunjung dapat menikmati berbagai aktivitas di pantai ini, seperti berenang, berjemur, atau sekadar bersantai menikmati pemandangan laut yang indah. Pantai Tirtayasa juga dilengkapi dengan fasilitas seperti warung makanan dan tempat parkir yang memudahkan para pengunjung.",Tempat Wisata,Serang,0,4.4,-5.968202634,106.3059211
362,Bendungan Lama Pamarayan,"Bendungan Lama Pamarayan adalah sebuah bendungan yang terletak di Desa Pamarayan, Kecamatan Pamarayan, Kabupaten Serang, Banten. Bendungan ini memiliki peran penting dalam pengelolaan sumber daya air di daerah tersebut, menyediakan pasokan air bagi pertanian dan kebutuhan masyarakat sekitarnya. Selain itu, Bendungan Lama Pamarayan juga menjadi objek wisata yang menarik bagi pengunjung yang ingin menikmati pemandangan alam dan melakukan aktivitas rekreasi seperti piknik atau memancing di sekitar danau yang terbentuk akibat pembendungan.",Tempat Wisata,Serang,0,4.3,-6.259930105,106.2843405
363,Panorama banten,"Panorama Banten menampilkan keindahan alam dan kekayaan budaya Provinsi Banten, Indonesia. Dengan pantai-pantai indah seperti Anyer dan Carita, serta objek wisata alam seperti air terjun, gunung, dan danau, Banten menawarkan beragam pemandangan yang memukau. Selain itu, Banten juga memiliki situs sejarah dan budaya yang menarik seperti benteng-benteng peninggalan kolonial Belanda, situs-situs Kerajaan Banten, dan masjid-masjid bersejarah. Dengan gabungan keindahan alam dan warisan budaya yang kaya, panorama Banten menawarkan pengalaman wisata yang menarik bagi pengunjung dari berbagai kalangan.",Tempat Wisata,Serang,0,4.3,-6.046846148,105.9228216
364,Vihara Avalokitesvara,"Vihara Avalokitesvara, terletak di Gunung Puntang, Desa Ciapus, Kecamatan Ciapus, Kabupaten Bogor, Jawa Barat, adalah kompleks kuil yang menampilkan arsitektur megah dan ornamental indah. Didedikasikan untuk Avalokitesvara, bodhisattva dalam agama Buddha yang melambangkan kasih sayang dan belas kasihan, vihara ini tidak hanya menjadi tempat ibadah bagi umat Buddha tetapi juga destinasi ziarah dan meditasi bagi pencari kedamaian. Dikelilingi oleh pemandangan alam yang memesona dan memancarkan suasana damai, Vihara Avalokitesvara menawarkan pengalaman spiritual dan rekreasional yang unik bagi para pengunjungnya.",Tempat Wisata,Serang,0,4.8,-6.030335566,106.1493373
365,Museum Negeri Banten,"Museum Negeri Banten merupakan sebuah institusi budaya yang terletak di Kota Serang, Provinsi Banten, Indonesia. Museum ini menampilkan beragam koleksi artefak dan benda-benda bersejarah yang berkaitan dengan sejarah, budaya, dan kehidupan masyarakat Banten. Pengunjung dapat menjelajahi koleksi-koleksi tersebut, termasuk arca, senjata tradisional, pakaian adat, dan berbagai artefak bersejarah lainnya yang mencerminkan kekayaan budaya dan sejarah Banten. Melalui pameran dan aktivitas edukatif, Museum Negeri Banten berperan dalam melestarikan dan mempromosikan warisan budaya dan sejarah wilayah Banten kepada masyarakat lokal dan wisatawan.",Tempat Wisata,Serang,0,4.4,-6.038257807,106.1584351
366,Curug Leuwi Gumi,"Curug Leuwi Gumi adalah salah satu air terjun yang terletak di kawasan Gunung Halimun-Salak, Kabupaten Bogor, Jawa Barat. Air terjun ini memukau dengan keindahan alamnya yang mempesona, dengan aliran air yang deras dan kolam alami yang terbentuk di sekitarnya. Pengunjung dapat menikmati pemandangan alam yang spektakuler, berfoto-foto, atau bahkan mandi di kolam alami yang terbentuk di bawah air terjun. Untuk mencapai Curug Leuwi Gumi, pengunjung akan melewati perjalanan trekking yang menantang, tetapi pengalaman alam yang didapat sebanding dengan usaha yang dikeluarkan.",Tempat Wisata,Serang,0,4.4,-6.2432177,105.9011684
